Trial,RestTime,LeftInput,RightInput,LeftPos_x,LeftPos_y,RightPos_x,RightPos_y,TargetPos_x,TargetPos_y,LineNum,
1,4.199996,0,0,-7.994727,-3.873829,7.992307,-3.380482,-5.05036,-4.247264,0,
1,4.219996,0,0,-7.994713,-3.874432,7.99229,-3.381186,-4.992463,-4.251284,0,
1,4.239996,0,1,-7.9947,-3.875067,7.992272,-3.381684,-4.928025,-4.266056,0,
1,4.259996,0,1,-7.994687,-3.875731,7.992254,-3.38201,-4.861876,-4.267612,0,
1,4.279996,0,1,-7.994674,-3.876418,7.992235,-3.362264,-4.792706,-4.271872,0,
1,4.299996,0,1,-7.994661,-3.877126,7.992217,-3.325839,-4.717351,-4.284466,0,
1,4.319996,0,1,-7.994648,-3.877852,7.992198,-3.275552,-4.638733,-4.286283,0,
1,4.339996,0,1,-7.994636,-3.878593,7.992178,-3.213747,-4.557478,-4.288342,0,
1,4.359996,0,1,-7.994623,-3.879347,7.992158,-3.142368,-4.476223,-4.34926,0,
1,4.379996,0,0,-7.99461,-3.880111,7.992138,-3.053069,-4.39265,-4.331521,0,
1,4.399996,0,0,-7.994597,-3.880886,7.992118,-2.968805,-4.323279,-4.309271,0,
1,4.419996,0,0,-7.994584,-3.88167,7.992096,-2.898684,-4.253908,-4.345881,0,
1,4.439996,0,0,-7.994571,-3.882462,7.992075,-2.840312,-4.182046,-4.336163,0,
1,4.459996,0,0,-7.994558,-3.883264,7.992054,-2.791696,-4.104487,-4.349257,0,
1,4.479996,0,0,-7.994545,-3.884074,7.992032,-2.751181,-4.024877,-4.345791,0,
1,4.499996,0,0,-7.994533,-3.884895,7.992011,-2.717388,-3.943981,-4.344211,0,
1,4.519996,0,0,-7.994518,-3.885725,7.991989,-2.689172,-3.863151,-4.404232,0,
1,4.539996,0,0,-7.994504,-3.886566,7.991968,-2.665581,-3.783256,-4.38231,0,
1,4.559996,0,0,-7.99449,-3.887415,7.991946,-2.645824,-3.720951,-4.358515,0,
1,4.579996,0,0,-7.994475,-3.888272,7.991925,-2.629243,-3.658646,-4.393579,0,
1,4.599996,0,0,-7.99446,-3.889135,7.991903,-2.615294,-3.596111,-4.373533,0,
1,4.619996,0,0,-7.994444,-3.890003,7.991882,-2.603522,-3.532772,-4.356543,0,
1,4.639996,0,0,-7.994428,-3.890871,7.99186,-2.593554,-3.462126,-4.36182,0,
1,4.659996,0,0,-7.994411,-3.891736,7.991839,-2.585078,-3.391622,-4.335739,0,
1,4.679996,0,0,-7.994394,-3.892591,7.991817,-2.577838,-3.320854,-4.309426,0,
